,display_phone,distance,id,is_closed,name,phone,price,rating,review_count,transactions,url,address1,city,zip_code,country,state,display_address,latitude,longitude
349,(323) 732-0864,4867.702135920709,Z01cgEo4CC6G_mWpW6a-qQ,False,Baldwin Hills Motor Inn,+13237320864,$$,3.5,14,[],https://www.yelp.com/biz/baldwin-hills-motor-inn-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,3020 S La Brea Ave,Los Angeles,90016,US,CA,"['3020 S La Brea Ave', 'Los Angeles, CA 90016']",34.02667,-118.35369
399,(323) 256-1199,12940.208787806727,ryr2rjcvq0P8OEFsfsH8FQ,False,Comfort Inn Near Old Town Pasadena in Eagle Rock,+13232561199,$$,3.0,59,[],https://www.yelp.com/biz/comfort-inn-near-old-town-pasadena-in-eagle-rock-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,2300 Colorado Blvd,Los Angeles,90041,US,CA,"['2300 Colorado Blvd', 'Los Angeles, CA 90041']",34.139444,-118.216923201223
449,(213) 380-6910,2057.5898645703282,iWO0pmCz9PgV5kobMTymrA,False,Shelter Hotels,+12133806910,$$,3.0,248,[],https://www.yelp.com/biz/shelter-hotels-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,457 S Mariposa Ave,Los Angeles,90020,US,CA,"['457 S Mariposa Ave', 'Los Angeles, CA 90020']",34.06557,-118.29956
499,(310) 275-5575,9636.79224178557,tl49vD2UQFhrbffphAxsYQ,False,Beverly Hills Plaza Hotel & Spa,+13102755575,$$$,4.0,155,[],https://www.yelp.com/biz/beverly-hills-plaza-hotel-and-spa-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,10300 Wilshire Blvd,Los Angeles,90024,US,CA,"['10300 Wilshire Blvd', 'Los Angeles, CA 90024']",34.0674171447754,-118.425788879395
549,(323) 272-4588,4537.831282381525,BxQonSmhBIxs6h4meINABQ,False,Palihotel Melrose,+13232724588,$$,3.0,120,[],https://www.yelp.com/biz/palihotel-melrose-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,7950 Melrose Ave,Los Angeles,90046,US,CA,"['7950 Melrose Ave', 'Los Angeles, CA 90046']",34.083527,-118.362923
599,(323) 936-5131,4060.5646958739485,8wIYJTo5RpsMwTB1Cd09iA,False,Wilshire Crest Hotel,+13239365131,$$,3.5,54,[],https://www.yelp.com/biz/wilshire-crest-hotel-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,6301 Orange St,Los Angeles,90048,US,CA,"['6301 Orange St', 'Los Angeles, CA 90048']",34.06472,-118.36533
649,(310) 641-5700,14067.071435142354,BIUtzc94tKl8PB5KGCk9Qg,False,Los Angeles Airport Marriott,+13106415700,$$,3.0,394,[],https://www.yelp.com/biz/los-angeles-airport-marriott-los-angeles-3?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,5855 W Century Blvd,Los Angeles,90045,US,CA,"['5855 W Century Blvd', 'Los Angeles, CA 90045']",33.9465551785599,-118.384884595871
699,(310) 215-1000,14094.087274783538,JDG7E6jSIEDe-aH__einCQ,False,Embassy Suites by Hilton LAX North,+13102151000,$$,3.5,195,[],https://www.yelp.com/biz/embassy-suites-by-hilton-lax-north-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,9801 Airport Blvd,Los Angeles,90045,US,CA,"['9801 Airport Blvd', 'Los Angeles, CA 90045']",33.9469423,-118.3865856
749,(818) 524-2730,12976.201789699153,9Rn2q77hnhz4bee7MT7ndg,False,Springhill Suites by Marriott Los Angeles Burbank/Downtown,+18185242730,$$,4.0,115,[],https://www.yelp.com/biz/springhill-suites-by-marriott-los-angeles-burbank-downtown-burbank-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,549 S San Fernando Blvd,Burbank,91502,US,CA,"['549 S San Fernando Blvd', 'Burbank, CA 91502']",34.1774374,-118.3043975
799,(818) 843-1121,10290.49478655001,SxlWT5NxCyUZOeJ-YtnY9Q,False,The Tangerine,+18188431121,$$,4.0,166,[],https://www.yelp.com/biz/the-tangerine-burbank?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,3901 W Riverside Dr,Burbank,91505,US,CA,"['3901 W Riverside Dr', 'Burbank, CA 91505']",34.15246,-118.34223
849,(213) 748-1291,5607.198006564591,tUvXBv1hUh9MY0ei-LwRwQ,False,Luxe City Center Hotel,+12137481291,$$$,3.0,288,[],https://www.yelp.com/biz/luxe-city-center-hotel-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,1020 S Figueroa St,Los Angeles,90015,US,CA,"['1020 S Figueroa St', 'Los Angeles, CA 90015']",34.044219,-118.264242
899,(213) 383-0000,1091.3180995999746,WItqUxXneqI4pfhTuFemkg,False,Garden Suite Hotel and Resort,+12133830000,$$,2.5,87,[],https://www.yelp.com/biz/garden-suite-hotel-and-resort-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,681 S Western Ave,Los Angeles,90005,US,CA,"['681 S Western Ave', 'Los Angeles, CA 90005']",34.0603942871094,-118.309555053711
949,(323) 467-5141,4736.31342270358,gLa80qUAhvOQEgRxpXsFIw,False,Coral Sands Motel,+13234675141,$,3.5,94,[],https://www.yelp.com/biz/coral-sands-motel-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,1730 N Western Ave,Los Angeles,90027,US,CA,"['1730 N Western Ave', 'Los Angeles, CA 90027']",34.10281,-118.30867
999,(310) 275-5200,7324.075086607579,RfIdImXa18wS6aivhLZ54w,False,"Beverly Wilshire Beverly Hills, A Four Seasons Hotel",+13102755200,$$$$,4.0,293,[],https://www.yelp.com/biz/beverly-wilshire-beverly-hills-a-four-seasons-hotel-beverly-hills?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,9500 Wilshire Blvd,Beverly Hills,90212,US,CA,"['9500 Wilshire Blvd', 'Beverly Hills, CA 90212']",34.0669251,-118.4003601
1099,(818) 550-0828,12077.473809026476,66-iKhk_ZRv_elVBTsl-QQ,False,Embassy Suites By Hilton Los Angeles Glendale,+18185500828,$$,3.5,271,[],https://www.yelp.com/biz/embassy-suites-by-hilton-los-angeles-glendale-glendale?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,800 N Central Ave,Glendale,91203,US,CA,"['800 N Central Ave', 'Glendale, CA 91203']",34.1570832114056,-118.258875764389
1149,(323) 876-8100,4175.786750045387,CDdEFf1YNb3edzHQk5inAQ,False,Villa Delle Stelle,+13238768100,$$,4.0,56,[],https://www.yelp.com/biz/villa-delle-stelle-hollywood?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,6087 Harold Way,Hollywood,90028,US,CA,"['6087 Harold Way', 'Hollywood, CA 90028']",34.0991419043124,-118.321776836923
1199,(866) 282-4560,6671.186447079368,XlBn9cua7858vprdnwKS6A,False,The London West Hollywood,+18662824560,$$$,4.0,531,[],https://www.yelp.com/biz/the-london-west-hollywood-west-hollywood-3?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,1020 N San Vicente Blvd,West Hollywood,90069,US,CA,"['1020 N San Vicente Blvd', 'West Hollywood, CA 90069']",34.08905,-118.38578
1249,(213) 617-1133,6084.207454070649,7hCUHqycC488JeavBCW_0Q,False,The L.A. Grand Hotel Downtown,+12136171133,$$$,3.0,257,[],https://www.yelp.com/biz/the-l-a-grand-hotel-downtown-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,333 S Figueroa St,Los Angeles,90071,US,CA,"['333 S Figueroa St', 'Los Angeles, CA 90071']",34.0548840811745,-118.255832910496
1299,(310) 208-6677,11187.686009852576,Il4jWUU_bav_ReaZAS94fQ,False,Royal Palace Westwood,+13102086677,$$,3.5,53,[],https://www.yelp.com/biz/royal-palace-westwood-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,1052 Tiverton Ave,Los Angeles,90024,US,CA,"['1052 Tiverton Ave', 'Los Angeles, CA 90024']",34.0606099,-118.44281
1349,(323) 746-0444,4453.158098782162,OltsKQConEktARsPoiib5w,False,Hollywood Hotel,+13237460444,$$,2.5,244,[],https://www.yelp.com/biz/hollywood-hotel-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,1160 North Vermont Ave,Los Angeles,90029,US,CA,"['1160 North Vermont Ave', 'Los Angeles, CA 90029']",34.09295,-118.29116
1399,(323) 464-5181,4878.203519780641,hz5RL-6J7vHilvWRzq3mfA,False,Best Western Plus Hollywood Hills Hotel,+13234645181,$$,3.5,114,[],https://www.yelp.com/biz/best-western-plus-hollywood-hills-hotel-hollywood?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,6141 Franklin Ave,Hollywood,90028,US,CA,"['6141 Franklin Ave', 'Hollywood, CA 90028']",34.105417,-118.3237343
1449,(310) 313-0000,9983.406288159078,oXcXLQXntoIh8WuqrY1wjQ,False,Mayumi,+13103130000,$$,4.0,16,[],https://www.yelp.com/biz/mayumi-culver-city-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,5630 Sawtelle Blvd,Culver City,90230,US,CA,"['5630 Sawtelle Blvd', 'Culver City, CA 90230']",33.9949,-118.39411
1499,(818) 506-2500,9040.45942641015,oz-l9zWBlNURcPj_5UnABw,False,Hilton Los Angeles/Universal City,+18185062500,$$$,3.5,638,[],https://www.yelp.com/biz/hilton-los-angeles-universal-city-universal-city?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,555 Universal Hollywood Dr,Universal City,91608,US,CA,"['555 Universal Hollywood Dr', 'Universal City, CA 91608']",34.1383358,-118.3572742
1549,(213) 383-4774,3971.669877968909,4djWumPQP6eeUr76kgAjyg,False,Casa Bella Inn,+12133834774,$$,3.5,23,[],https://www.yelp.com/biz/casa-bella-inn-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,1212 Alvarado Rd,Los Angeles,90006,US,CA,"['1212 Alvarado Rd', 'Los Angeles, CA 90006']",34.04816,-118.28158
1599,(213) 624-0000,6261.0608160209,2yjNMMcjUucNTV42jxFAQA,False,Hilton Checkers Los Angeles,+12136240000,$$$,3.5,264,[],https://www.yelp.com/biz/hilton-checkers-los-angeles-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,535 S Grand Ave,Los Angeles,90071,US,CA,"['535 S Grand Ave', 'Los Angeles, CA 90071']",34.049392,-118.2548728
1649,(818) 980-8000,10286.92176500767,VJJ21FfUU4wkKBx56FUMHA,False,The Garland,+18189808000,$$,3.5,359,[],https://www.yelp.com/biz/the-garland-north-hollywood-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,4222 Vineland Ave,North Hollywood,91602,US,CA,"['4222 Vineland Ave', 'North Hollywood, CA 91602']",34.14498513734,-118.369744867092
