,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,title1,0,0,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address
43,(323) 852-9400,5093.5045786824485,LNb-ElJwKIXS6Lx5xdRB1Q,https://s3-media2.fl.yelpcdn.com/bphoto/dDbEIvGJGqRg0RQpD1wXRQ/o.jpg,False,Toca Madera,+13238529400,$$$,4.0,1487,[],https://www.yelp.com/biz/toca-madera-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,cocktailbars,,,34.07294,-118.37494,8450 W 3rd St,,,Los Angeles,90048,US,CA,"['8450 W 3rd St', 'Los Angeles, CA 90048']"
44,(310) 391-1101,12099.862509287314,cygrATWq2weoWXI_N4j62g,https://s3-media4.fl.yelpcdn.com/bphoto/ksj0II8WtwYaRFRx1jwrnA/o.jpg,False,Hokkaido Ramen Santouka,+13103911101,$,4.5,2165,[],https://www.yelp.com/biz/hokkaido-ramen-santouka-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,ramen,,,34.0049599,-118.43359,3760 S Centinela Ave,,,Los Angeles,90066,US,CA,"['3760 S Centinela Ave', 'Los Angeles, CA 90066']"
45,(323) 931-2583,3109.5912837371898,Baqs3SIHR60lXxXAFkjTDg,https://s3-media4.fl.yelpcdn.com/bphoto/h9InVuaSsmMoYc6eujLjGw/o.jpg,False,Bludso's Bar & Que,+13239312583,$$,4.0,1636,[],https://www.yelp.com/biz/bludsos-bar-and-que-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,bbq,,,34.0821746,-118.3442326,609 N La Brea Ave,,,Los Angeles,90036,US,CA,"['609 N La Brea Ave', 'Los Angeles, CA 90036']"
46,(213) 365-1750,1224.2035027699428,KxSkOgk1-IHwK9XgM_N8Ew,https://s3-media2.fl.yelpcdn.com/bphoto/fs8oA41CD_wkGeQemjej6g/o.jpg,False,Eight Korean BBQ,+12133651750,$$,4.5,1437,[],https://www.yelp.com/biz/eight-korean-bbq-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,korean,,,34.0559926754254,-118.309936813492,863 S Western Ave,,,Los Angeles,90005,US,CA,"['863 S Western Ave', 'Los Angeles, CA 90005']"
47,(213) 232-4966,8472.30909039384,wo3wnj3pMSOPkzqpvbey-g,https://s3-media1.fl.yelpcdn.com/bphoto/1ZraEJPQRUXRtaq2AYjUCA/o.jpg,False,Bavel,+12132324966,$$$,4.5,406,[],https://www.yelp.com/biz/bavel-los-angeles-3?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,mideastern,,,34.04151,-118.23261,500 Mateo St,,,Los Angeles,90013,US,CA,"['500 Mateo St', 'Los Angeles, CA 90013']"
48,(323) 871-2026,4897.307236479209,_NEcYN1YhwHnkFsXlSTdHw,https://s3-media1.fl.yelpcdn.com/bphoto/XeuPfBuhXaYcl0L8AE7NoQ/o.jpg,False,Papilles Bistro,+13238712026,$$$,4.5,389,['restaurant_reservation'],https://www.yelp.com/biz/papilles-bistro-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,french,,,34.1053549,-118.3246985,6221 Franklin Ave,,,Los Angeles,90028,US,CA,"['6221 Franklin Ave', 'Los Angeles, CA 90028']"
49,(213) 365-9292,2826.075977644774,9FuxqbYXM0vaPnzrQ7B_qQ,https://s3-media2.fl.yelpcdn.com/bphoto/ggFJaMlEYD7jBlZMB0zpVA/o.jpg,False,Soowon Galbi KBBQ Restaurant,+12133659292,$$,4.5,2350,[],https://www.yelp.com/biz/soowon-galbi-kbbq-restaurant-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,korean,,,34.0564415632956,-118.291338516533,856 S Vermont Ave,Ste C,,Los Angeles,90005,US,CA,"['856 S Vermont Ave', 'Ste C', 'Los Angeles, CA 90005']"
99,(310) 836-6252,9299.827538800333,tDeuHjIUJrHeELrKEekXtA,https://s3-media3.fl.yelpcdn.com/bphoto/OXtibIFT2bX7Fjxnk7NdNw/o.jpg,False,n/naka,+13108366252,$$$$,4.5,605,[],https://www.yelp.com/biz/n-naka-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,japanese,,,34.02507,-118.41227,3455 Overland Ave,,,Los Angeles,90034,US,CA,"['3455 Overland Ave', 'Los Angeles, CA 90034']"
149,(323) 469-3801,4272.833669797693,71W-QN3-_DHnzUkAc7EG6Q,https://s3-media2.fl.yelpcdn.com/bphoto/-_P-xpGmT79eCxFxBLrdDw/o.jpg,False,Stout Burgers & Beers,+13234693801,$$,4.0,1873,['pickup'],https://www.yelp.com/biz/stout-burgers-and-beers-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,burgers,,,34.09954,-118.32911,1544 N Cahuenga Blvd,,,Los Angeles,90028,US,CA,"['1544 N Cahuenga Blvd', 'Los Angeles, CA 90028']"
199,(310) 859-9859,5728.728735312062,jVYU9iXvBMiC2A4H12Azfg,https://s3-media1.fl.yelpcdn.com/bphoto/8e34NUxzgQXyBSqf_sVH-A/o.jpg,False,AOC,+13108599859,$$$,4.0,2057,[],https://www.yelp.com/biz/aoc-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,wine_bars,,,34.0734651,-118.3818814,8700 W 3rd St,,,Los Angeles,90048,US,CA,"['8700 W 3rd St', 'Los Angeles, CA 90048']"
249,(323) 402-0232,1568.8170385480228,IxuAHGu-eQ4fZJZTdzGTYQ,https://s3-media2.fl.yelpcdn.com/bphoto/pr_6Y4axtdl28Ghks3yzeQ/o.jpg,False,Gus's World Famous Fried Chicken,+13234020232,$$,4.0,1166,[],https://www.yelp.com/biz/guss-world-famous-fried-chicken-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,southern,,,34.0481071472168,-118.326278686523,1262 Crenshaw Blvd,,,Los Angeles,90019,US,CA,"['1262 Crenshaw Blvd', 'Los Angeles, CA 90019']"
299,(310) 815-9075,9072.728369910152,qDmJaJjLtjcB4Evd-VCbNA,https://s3-media2.fl.yelpcdn.com/bphoto/0K1FeDnYSdcoNME81IwuLQ/o.jpg,False,Simpang Asia,+13108159075,$$,4.0,1315,"['delivery', 'pickup']",https://www.yelp.com/biz/simpang-asia-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,indonesian,,,34.029081,-118.411699,10433 National Blvd,Ste 2,,Los Angeles,90034,US,CA,"['10433 National Blvd', 'Ste 2', 'Los Angeles, CA 90034']"
349,(213) 628-3146,6214.2549110931495,gjPZZzmkVANey4vGFYmC7A,https://s3-media2.fl.yelpcdn.com/bphoto/tUz4Fc7t-Tuh78Q90eu_yQ/o.jpg,False,Little Sister,+12136283146,$$,4.0,1174,[],https://www.yelp.com/biz/little-sister-los-angeles-3?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,vietnamese,,,34.0472153480235,-118.256195811488,523 W 7th St,,,Los Angeles,90017,US,CA,"['523 W 7th St', 'Los Angeles, CA 90017']"
399,(323) 944-0947,3908.4836994053635,phMPgmi6-yh3Qs_PRbTT1g,https://s3-media3.fl.yelpcdn.com/bphoto/iJN9HASCz2hJ9TWzEpP6ZA/o.jpg,False,Mercado Los Angeles,+13239440947,$$,4.0,974,[],https://www.yelp.com/biz/mercado-los-angeles-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,mexican,,,34.0715151,-118.3622707,7910 W 3rd St,,,Los Angeles,90048,US,CA,"['7910 W 3rd St', 'Los Angeles, CA 90048']"
449,(213) 624-2378,6811.503003331641,kF_lSWagvBreXwEpCMdHhQ,https://s3-media2.fl.yelpcdn.com/bphoto/M_JtOG0VOxPrOHRYCExXZQ/o.jpg,False,Grand Central Market,+12136242378,$$,4.0,2157,[],https://www.yelp.com/biz/grand-central-market-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,food_court,,,34.0506285480471,-118.248635262566,317 S Broadway,,,Los Angeles,90013,US,CA,"['317 S Broadway', 'Los Angeles, CA 90013']"
499,(213) 749-1460,5702.358560822707,0-a1JBlC7fZf0eVGgIUVhg,https://s3-media4.fl.yelpcdn.com/bphoto/mhHgz-w_VWauUd2UiaVDzQ/o.jpg,False,Broken Spanish,+12137491460,$$$,3.5,747,[],https://www.yelp.com/biz/broken-spanish-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,mexican,,,34.0432856351425,-118.263561241329,1050 S Flower St,,,Los Angeles,90015,US,CA,"['1050 S Flower St', 'Los Angeles, CA 90015']"
549,(213) 381-5600,2104.216855954493,PQGsaaJ9YVL_Sgiy7aB70Q,https://s3-media2.fl.yelpcdn.com/bphoto/TiRVdqqm9oLJafTsL98k1Q/o.jpg,False,Street Food Of Seoul,+12133815600,$,4.0,168,[],https://www.yelp.com/biz/street-food-of-seoul-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,asianfusion,,,34.06344,-118.29831,3500 W 6th St,Ste 228,,Los Angeles,90020,US,CA,"['3500 W 6th St', 'Ste 228', 'Los Angeles, CA 90020']"
599,(213) 375-3300,8762.12814141014,SNlf3YpKkDG-e4R9jkwLhA,https://s3-media2.fl.yelpcdn.com/bphoto/K5fz-Z8OErL7W3i0fuyinQ/o.jpg,False,Guerrilla Tacos,+12133753300,$$,4.0,305,[],https://www.yelp.com/biz/guerrilla-tacos-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,tacos,,,34.0343720116648,-118.232130253186,2000 E 7th St,,,Los Angeles,90021,US,CA,"['2000 E 7th St', 'Los Angeles, CA 90021']"
649,(323) 954-8424,2967.1627334757513,xQWYGO2S3GrOe_fm6NcRbw,https://s3-media4.fl.yelpcdn.com/bphoto/fiirOUYAaHKc8mnMyCP59w/o.jpg,False,The Thai Thing,+13239548424,$$,4.0,103,[],https://www.yelp.com/biz/the-thai-thing-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,thai,,,34.07034,-118.3518,6015 W 3rd St,,,Los Angeles,90036,US,CA,"['6015 W 3rd St', 'Los Angeles, CA 90036']"
699,(213) 250-7600,6604.197846892978,BDRVlHnK4l0T0ANb7M-Eqg,https://s3-media2.fl.yelpcdn.com/bphoto/tFI18EzdItXSf-ypGnG-7g/o.jpg,False,Guisados,+12132507600,$,4.5,1861,[],https://www.yelp.com/biz/guisados-los-angeles-3?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,mexican,,,34.0702395145121,-118.250448424643,1261 W Sunset Blvd,,,Los Angeles,90026,US,CA,"['1261 W Sunset Blvd', 'Los Angeles, CA 90026']"
749,(213) 488-1096,5913.416536616795,nYD88woJ2pQn8iGPi6emrQ,https://s3-media2.fl.yelpcdn.com/bphoto/rqTVeFC2Ayl2lmPe2OcBjg/o.jpg,False,10e,+12134881096,$$,4.0,539,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/10e-los-angeles-6?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,mediterranean,,,34.0489812,-118.2589574,811 W 7th St,,,Los Angeles,90017,US,CA,"['811 W 7th St', 'Los Angeles, CA 90017']"
799,(213) 738-8977,2505.4429224858122,Dnn4_XmzQxOFNpnqh7KyWg,https://s3-media3.fl.yelpcdn.com/bphoto/LAiu8-4rvo9Usw3IygqdEg/o.jpg,False,Seongbukdong,+12137388977,$$,4.0,1025,[],https://www.yelp.com/biz/seongbukdong-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,korean,,,34.0637349,-118.2943728,3303 W 6th St,,,Los Angeles,90020,US,CA,"['3303 W 6th St', 'Los Angeles, CA 90020']"
849,(213) 493-6956,6958.575395021805,hC745S5W4HTq606ySmBJNw,https://s3-media3.fl.yelpcdn.com/bphoto/9D63gCmIesyBQO15NNG9Xw/o.jpg,False,KazuNori  | The Original Hand Roll Bar,+12134936956,$$,4.5,2239,[],https://www.yelp.com/biz/kazunori-the-original-hand-roll-bar-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,sushi,,,34.0476390576719,-118.247747561303,421 S Main St,,,Los Angeles,90013,US,CA,"['421 S Main St', 'Los Angeles, CA 90013']"
899,(323) 466-4181,2436.9160555810245,Fb3WueRF1ekhs72psinq5w,https://s3-media1.fl.yelpcdn.com/bphoto/kdGIlGvC3leTDX72u2OhOw/o.jpg,False,Mario's Peruvian & Seafood,+13234664181,$$,4.0,2087,[],https://www.yelp.com/biz/marios-peruvian-and-seafood-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,seafood,,,34.0833651,-118.3262166,5786 Melrose Ave,,,Los Angeles,90038,US,CA,"['5786 Melrose Ave', 'Los Angeles, CA 90038']"
949,(213) 389-7300,2779.0651999753272,TWHGJkTAbF22hvXeReQp9w,https://s3-media2.fl.yelpcdn.com/bphoto/0pHO_R5pR-dpSBDbDZ2bYQ/o.jpg,False,Kobawoo House,+12133897300,$$,4.0,1060,[],https://www.yelp.com/biz/kobawoo-house-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,korean,,,34.06012,-118.29128,698 S Vermont Ave,Ste 109,,Los Angeles,90005,US,CA,"['698 S Vermont Ave', 'Ste 109', 'Los Angeles, CA 90005']"
999,(323) 999-7642,12609.630810160763,xU6pcazbyB1lxA631YJEkg,https://s3-media2.fl.yelpcdn.com/bphoto/k8UiIzECn4iZhqF0y0YdbQ/o.jpg,False,Joy,+13239997642,$$,4.5,256,[],https://www.yelp.com/biz/joy-los-angeles-11?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,taiwanese,,,34.1208938143956,-118.204663963569,5100 York Blvd,,,Los Angeles,90042,US,CA,"['5100 York Blvd', 'Los Angeles, CA 90042']"
1049,(323) 737-2970,2549.3662635371106,H9ZlIqEp930ZRniH6VRp8w,https://s3-media2.fl.yelpcdn.com/bphoto/jq-ORXVPKab0nkciZVEhug/o.jpg,False,Papa Cristo's,+13237372970,$$,4.5,1750,"['pickup', 'delivery']",https://www.yelp.com/biz/papa-cristos-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,greek,,,34.0474029033579,-118.299641746033,2771 W Pico Blvd,,,Los Angeles,90006,US,CA,"['2771 W Pico Blvd', 'Los Angeles, CA 90006']"
1099,(323) 731-4070,3720.848506858027,6Dd4kTDiikEB3wQp___0fA,https://s3-media1.fl.yelpcdn.com/bphoto/T6KacOTiaa2TudDlU2lykQ/o.jpg,False,Taqueria Los Anaya,+13237314070,$,4.5,980,[],https://www.yelp.com/biz/taqueria-los-anaya-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,mexican,,,34.0327911,-118.3417282,4651 W Adams Blvd,,,Los Angeles,90016,US,CA,"['4651 W Adams Blvd', 'Los Angeles, CA 90016']"
1149,(213) 413-0568,5090.936265723205,XFWlU7sXDL3SIy7rmUVQpA,https://s3-media4.fl.yelpcdn.com/bphoto/XTcIEn-VHgugWZCj358c9A/o.jpg,False,Daw Yee Myanmar Corner,+12134130568,$$,4.5,256,['pickup'],https://www.yelp.com/biz/daw-yee-myanmar-corner-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,burmese,,,34.0825691093273,-118.272252677968,2837 Sunset Blvd,,,Los Angeles,90026,US,CA,"['2837 Sunset Blvd', 'Los Angeles, CA 90026']"
1199,(213) 365-8773,2365.2100842534437,PX8INO1KIEn9kLGKQz8U-w,https://s3-media1.fl.yelpcdn.com/bphoto/ujM3FImDGg-67WUlcFbRfg/o.jpg,False,Ham Ji Park,+12133658773,$$,4.0,1378,[],https://www.yelp.com/biz/ham-ji-park-los-angeles-2?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,korean,,,34.063757,-118.295838,3407 W 6th St,Ste 101C,,Los Angeles,90020,US,CA,"['3407 W 6th St', 'Ste 101C', 'Los Angeles, CA 90020']"
1249,(213) 483-2337,5511.377888811416,NffHWFzlhlsPvl06guR2gQ,https://s3-media2.fl.yelpcdn.com/bphoto/JNkBvzhghO66SukbKIKgHQ/o.jpg,False,Mohawk Bend,+12134832337,$$,4.0,2165,"['pickup', 'delivery']",https://www.yelp.com/biz/mohawk-bend-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,gastropubs,,,34.0775496584095,-118.264732207155,2141 W Sunset Blvd,,,Los Angeles,90026,US,CA,"['2141 W Sunset Blvd', 'Los Angeles, CA 90026']"
1299,(323) 931-9291,2773.6426543948805,-3S1PdyDbSQcqkIaX8VKrQ,https://s3-media3.fl.yelpcdn.com/bphoto/96ceimu-o5Lk8piUT-8yDQ/o.jpg,False,Wirtshaus,+13239319291,$$,4.0,746,"['restaurant_reservation', 'pickup', 'delivery']",https://www.yelp.com/biz/wirtshaus-los-angeles-3?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,german,,,34.07757,-118.34438,345 N La Brea Ave,,,Los Angeles,90036,US,CA,"['345 N La Brea Ave', 'Los Angeles, CA 90036']"
1349,(323) 468-1031,1817.1562869616898,k8xtuersBm2cZl0Lao2K5g,https://s3-media2.fl.yelpcdn.com/bphoto/WXZp3WBMkGmFRz6m8vWURQ/o.jpg,False,The Bun Shop,+13234681031,$,4.0,1330,"['delivery', 'pickup']",https://www.yelp.com/biz/the-bun-shop-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,korean,,,34.0740309655666,-118.309187963605,151 N Western Ave,,,Los Angeles,90004,US,CA,"['151 N Western Ave', 'Los Angeles, CA 90004']"
1399,(323) 935-1517,3171.6307656013832,ciZAxEwbFBafvf2UGUxySw,https://s3-media4.fl.yelpcdn.com/bphoto/yLk-30n41bh75XM0mCWylQ/o.jpg,False,Tsuri,+13239351517,$$,4.0,551,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/tsuri-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,sushi,,,34.08366,-118.34331,7015 Melrose Ave,,,Los Angeles,90038,US,CA,"['7015 Melrose Ave', 'Los Angeles, CA 90038']"
1449,(323) 782-0547,4989.28650248082,Wg2VeeGsAcOEa_0qI1vgQw,https://s3-media4.fl.yelpcdn.com/bphoto/1kZ6IcOzw61WcjAONtl0wA/o.jpg,False,Sushi by H,+13237820547,$$,4.5,1482,[],https://www.yelp.com/biz/sushi-by-h-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,japanese,,,34.0693585562276,-118.374727046627,480 S San Vicente Blvd,,,Los Angeles,90048,US,CA,"['480 S San Vicente Blvd', 'Los Angeles, CA 90048']"
1499,(213) 545-4696,1240.3152888004288,VIZ_2-UWfpmfPbrRXfVpAg,https://s3-media2.fl.yelpcdn.com/bphoto/RiDry-FdLKOD6DPaAa-VAw/o.jpg,False,Mimimyunga,+12135454696,$$,4.0,205,[],https://www.yelp.com/biz/mimimyunga-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,japanese,,,34.065700880695,-118.308863828078,450 S Western Ave,,,Los Angeles,90020,US,CA,"['450 S Western Ave', 'Los Angeles, CA 90020']"
1549,(213) 617-0552,7805.650821135193,YBmk31pBPukmnRyioe5uBA,https://s3-media4.fl.yelpcdn.com/bphoto/tBsq9To8OQjF3mz1zLMX6A/o.jpg,False,Sushi Gen,+12136170552,$$$,4.5,3493,[],https://www.yelp.com/biz/sushi-gen-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,sushi,,,34.0470000646326,-118.238502456345,422 E 2nd St,,,Los Angeles,90012,US,CA,"['422 E 2nd St', 'Los Angeles, CA 90012']"
1599,(323) 466-0153,4726.591686311783,UdpE_5k2c3zsGBFdcAjMGA,https://s3-media3.fl.yelpcdn.com/bphoto/unWBkQ20yRkv2yjfgAtSBA/o.jpg,False,Ruen Pair,+13234660153,$$,4.0,1522,[],https://www.yelp.com/biz/ruen-pair-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,thai,,,34.1018849,-118.30513,5257 Hollywood Blvd,,,Los Angeles,90027,US,CA,"['5257 Hollywood Blvd', 'Los Angeles, CA 90027']"
1649,(213) 689-5022,6886.3593353550905,OUvSg5Z9VI7APmaAdqyWVQ,https://s3-media2.fl.yelpcdn.com/bphoto/WUi8dh3-ZIhVSk-dt7rK0Q/o.jpg,False,The Black Sheep,+12136895022,$$,4.0,998,[],https://www.yelp.com/biz/the-black-sheep-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,pubs,,,34.0447654724121,-118.249443054199,126 E 6th St,,,Los Angeles,90013,US,CA,"['126 E 6th St', 'Los Angeles, CA 90013']"
1699,(323) 852-6002,4115.832732906668,BkbxnRNmQi6j0-_COI-LCg,https://s3-media3.fl.yelpcdn.com/bphoto/ncXmX4PRwY1t_xGm97h0GQ/o.jpg,False,The Roof on Wilshire,+13238526002,$$,3.5,1247,['restaurant_reservation'],https://www.yelp.com/biz/the-roof-on-wilshire-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,newamerican,,,34.06389,-118.36596,6317 Wilshire Blvd,,,Los Angeles,90048,US,CA,"['6317 Wilshire Blvd', 'Los Angeles, CA 90048']"
1749,(213) 488-8020,6219.735736473406,rG2Z5U0XAyItBBxRh6QiWA,https://s3-media4.fl.yelpcdn.com/bphoto/O16hswXjMpFdbQIFF4FPXQ/o.jpg,False,Industriel,+12134888020,$$,4.0,1114,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/industriel-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,newamerican,,,34.0486928,-118.2556854,609 S Grand Ave,,,Los Angeles,90017,US,CA,"['609 S Grand Ave', 'Los Angeles, CA 90017']"
1799,(323) 667-2777,4561.245851373234,-dXUxVZA3SL0W482Ccjkfg,https://s3-media3.fl.yelpcdn.com/bphoto/onDM666D76CEVhgvW3-FFg/o.jpg,False,Catch 56,+13236672777,$$,4.5,387,"['pickup', 'delivery']",https://www.yelp.com/biz/catch-56-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,seafood,,,34.1018677813075,-118.312002611182,5615 Hollywood Blvd,,,Los Angeles,90028,US,CA,"['5615 Hollywood Blvd', 'Los Angeles, CA 90028']"
1849,(310) 770-1654,5414.572709223623,yZDK0XtLi0JeE2Dho1boIw,https://s3-media3.fl.yelpcdn.com/bphoto/NrVat4dAFbbgxRpsAbxcOA/o.jpg,False,Cattle & Claw,+13107701654,$$,4.5,88,['pickup'],https://www.yelp.com/biz/cattle-and-claw-los-angeles?adjust_creative=XBvubDCvOAxemcvYBbSmog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XBvubDCvOAxemcvYBbSmog,seafood,,,34.0762031,-118.3779835,8555 Beverly Blvd,,,Los Angeles,90048,US,CA,"['8555 Beverly Blvd', 'Los Angeles, CA 90048']"
